,ปี,เดือน,จังหวัด,อำเภอ,อปท,ขยะอินทรีย์ลงถัง(ตัน)
272,2563,ตุลาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,27.72
273,2563,ตุลาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,217.3
274,2563,ตุลาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.02
275,2563,ตุลาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,4516.0
276,2563,ตุลาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,677.1
277,2563,พฤศจิกายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,31.33
278,2563,พฤศจิกายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,69.0
279,2563,พฤศจิกายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
280,2563,พฤศจิกายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,565.42
281,2563,พฤศจิกายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,104.34
282,2563,พฤศจิกายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,801.63
283,2563,พฤศจิกายน,นนทบุรี,บางกรวย,อบต.บางขนุน,178.08
284,2563,พฤศจิกายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,100.0
285,2563,พฤศจิกายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,1.5
286,2563,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,460.54
287,2563,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,352.43
288,2563,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,383.23
289,2563,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,100.0
290,2563,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.5
291,2563,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.75
292,2563,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,94.1
293,2563,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,230.29
294,2563,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,1.33
295,2563,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.05
296,2563,พฤศจิกายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.5
297,2563,พฤศจิกายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.5
298,2563,พฤศจิกายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,28.0
299,2563,พฤศจิกายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,117.88
300,2563,พฤศจิกายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,1.0
301,2563,พฤศจิกายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,222.87
302,2563,พฤศจิกายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,3.0
303,2563,พฤศจิกายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3634.2
304,2563,พฤศจิกายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,579.27
305,2563,ธันวาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,34.48
306,2563,ธันวาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,63.0
307,2563,ธันวาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,85.07
308,2563,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,539.0
309,2563,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,120.0
310,2563,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,829.91
311,2563,ธันวาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,181.21
312,2563,ธันวาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,164.0
313,2563,ธันวาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,1.53
314,2563,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,494.91
315,2563,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,454.46
316,2563,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,403.34
317,2563,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,100.0
318,2563,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.5
319,2563,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.85
320,2563,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,108.25
321,2563,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,237.96
322,2563,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,18.0
323,2563,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.05
324,2563,ธันวาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.3
325,2563,ธันวาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.4
326,2563,ธันวาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,22.0
327,2563,ธันวาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,190.74
328,2563,ธันวาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,2.0
329,2563,ธันวาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3288.0
330,2563,ธันวาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,628.94
331,2564,มกราคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,33.63
332,2564,มกราคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,61.0
333,2564,มกราคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
334,2564,มกราคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,400.0
335,2564,มกราคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,222.42
336,2564,มกราคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,759.86
